year,ahe,bachelor,female,age
1992,4.7337279,0,0,25
1992,11.538462,0,0,30
1992,9.6153851,0,1,31
1992,17.307692,1,0,32
1992,13.798077,1,0,34
1992,14.285714,0,1,32
1992,23,1,0,32
1992,34.134617,1,1,29
1992,14.423077,1,1,27
1992,8,0,1,34
1992,11.538462,1,0,25
1992,16.02564,1,1,29
1992,2.7325001,0,1,33
1992,10.35503,0,0,26
1992,18.658424,1,1,26
1992,7.0234113,0,1,26
1992,8.5470085,1,1,31
1992,10,1,1,25
1992,5.2163463,0,1,25
1992,18.828321,1,0,25
1992,9.8076925,0,0,31
1992,11.954262,0,1,30
1992,9.6153851,0,1,31
1992,14.230769,1,0,30
1992,10.416667,1,0,30
1992,18.26923,0,0,28
1992,11.538462,1,0,26
1992,25,0,0,34
1992,14.423077,1,0,26
1992,3.3653846,0,1,28
1992,9.6153851,0,0,34
1992,12.651822,0,0,29
1992,22.307692,1,0,34
1992,15.384615,1,1,34
1992,13.409091,1,0,31
1992,12.820513,1,1,29
1992,20.432692,0,0,32
1992,8.8942308,0,1,30
1992,14.192307,1,0,29
1992,10.414103,1,0,27
1992,7.1453123,1,1,27
1992,10.016026,0,0,32
1992,16.826923,0,1,31
1992,7.0293269,0,1,33
1992,25.625,0,0,32
1992,17.307692,1,1,30
1992,14.102564,1,1,32
1992,11.538462,1,1,25
1992,13.461538,1,0,27
1992,13.461538,0,1,32
1992,16.346153,1,1,29
1992,8.0028849,0,1,32
1992,11.639676,0,1,30
1992,8.2417583,0,1,29
1992,13.461538,0,0,29
1992,10.817307,0,1,27
1992,11.068377,0,0,32
1992,29.709616,1,0,34
1992,20.192308,1,1,30
1992,12.259134,0,0,32
1992,9.0625,0,1,33
1992,2.1818182,0,1,26
1992,11.111111,1,1,33
1992,20.125223,1,0,28
1992,19.23077,1,0,34
1992,13.186813,0,1,29
1992,9.6913462,0,1,32
1992,7.2115383,1,1,29
1992,21.794872,1,1,30
1992,19.23077,1,0,32
1992,12.019231,1,0,26
1992,14.82906,0,0,25
1992,13,0,1,26
1992,13.942307,1,1,27
1992,11.077308,0,1,32
1992,11.057693,1,1,33
1992,11.057693,1,1,27
1992,12.019231,0,1,30
1992,4.6703296,0,1,30
1992,9.1346149,0,0,31
1992,19.16827,0,0,33
1992,19.16827,0,0,33
1992,7.0105767,0,0,26
1992,4.8076925,0,0,27
1992,16.346153,1,1,29
1992,4.0408163,0,0,25
1992,14.182693,1,1,25
1992,10.683761,1,1,26
1992,11.337869,1,1,32
1992,10.288462,1,0,30
1992,14.615385,1,0,30
1992,13.461538,1,1,26
1992,14.423077,0,0,32
1992,9.1346149,0,1,30
1992,13.971368,1,0,26
1992,4.835165,0,1,26
1992,22.222221,1,0,29
1992,8.9497042,0,0,34
1992,13.675214,1,0,30
1992,4.3269229,0,0,30
1992,16.758242,1,1,27
1992,14.423077,1,1,30
1992,29.326923,0,0,28
1992,14.423077,0,0,30
1992,7.3076925,0,1,26
1992,11.538462,0,1,26
1992,8.4134617,0,1,32
1992,11.057693,1,1,27
1992,8.5470085,0,0,32
1992,8.8461542,0,0,30
1992,8.8942308,0,1,32
1992,6.25,0,0,30
1992,12.019231,1,0,30
1992,8.9743586,0,0,31
1992,4.8076925,0,1,30
1992,14.616346,1,0,30
1992,12.5,1,0,28
1992,14.903846,0,1,32
1992,15.865385,0,0,33
1992,10.096154,0,1,27
1992,10.384615,1,1,31
1992,9.375,1,1,29
1992,17.761538,0,0,32
1992,12.596154,1,1,30
1992,14.708974,1,0,29
1992,26.153847,0,0,27
1992,12.668269,0,1,27
1992,20.192308,1,0,28
1992,12.5,1,1,30
1992,7.0269232,0,1,32
1992,23.076923,1,1,33
1992,18.048557,0,0,34
1992,10.714286,1,1,25
1992,10.418576,0,0,32
1992,13.548951,0,0,28
1992,12.820513,1,1,31
1992,25,0,0,31
1992,13.653846,0,1,28
1992,12.820513,1,0,27
1992,20.08547,1,0,30
1992,16.538462,1,1,31
1992,14.725275,1,1,26
1992,25,0,0,33
1992,6.4615383,1,1,30
1992,6.2937064,1,0,27
1992,17.5,1,1,33
1992,18.028847,1,0,25
1992,16.826923,1,0,27
1992,20.512821,1,1,28
1992,18.990385,1,1,29
1992,13.461538,1,1,25
1992,4.8076925,1,1,27
1992,8.1196585,1,1,25
1992,11.778846,0,0,30
1992,8.8757401,0,1,27
1992,6.25,1,1,29
1992,18.25,1,0,27
1992,6.4499998,0,1,27
1992,24.038462,1,1,31
1992,12.075134,1,0,34
1992,10.286225,1,1,30
1992,11.394231,0,1,30
1992,7.2115383,0,0,28
1992,8.6538458,0,0,29
1992,6.7307692,0,1,27
1992,5.4375,0,0,26
1992,10.256411,0,0,28
1992,9.6153851,0,0,32
1992,17.147436,1,0,33
1992,8.4686937,1,1,29
1992,6.1188812,0,1,27
1992,16.346153,1,0,34
1992,13.942307,1,1,32
1992,32.967033,1,0,30
1992,10.576923,0,1,28
1992,19.711538,0,0,34
1992,6.9230771,0,0,32
1992,4.0064101,0,0,30
1992,3.8461537,0,0,29
1992,5.2884617,0,0,30
1992,27.797203,1,1,33
1992,21.634615,1,0,33
1992,9.1346149,0,0,32
1992,4.8076925,0,1,33
1992,18.131868,1,1,26
1992,16.547159,0,0,30
1992,15.384615,1,0,30
1992,22.596153,1,1,32
1992,15.384615,1,1,27
1992,14.903846,0,1,34
1992,8.1730766,0,0,27
1992,9.6634617,1,1,25
1992,10.961538,0,1,29
1992,5.7692308,1,1,29
1992,8,0,0,28
1992,31.73077,1,0,27
1992,13.461538,1,1,27
1992,6.2447114,0,0,28
1992,14.423077,0,1,32
1992,9.1575089,0,1,25
1992,12.019231,0,1,34
1992,16.826923,1,0,33
1992,12.019231,0,0,26
1992,12.019231,1,0,25
1992,8.8235292,0,0,31
1992,13.922115,0,1,28
1992,5.7692308,0,0,33
1992,12.937063,0,0,30
1992,8.1730766,0,1,32
1992,17.788462,0,0,25
1992,8.8103752,0,0,25
1992,8.4686937,1,1,27
1992,10.096154,0,0,34
1992,10.096154,0,0,34
1992,19.23077,1,0,29
1992,16.826923,1,0,31
1992,16.416498,1,0,29
1992,9.6153851,1,1,34
1992,7.6923075,0,1,30
1992,4.3269229,0,0,30
1992,11.705686,1,0,33
1992,20.192308,1,1,33
1992,4.7423077,0,1,32
1992,8.6538458,0,1,33
1992,6.1224489,0,0,30
1992,3.1846154,1,1,26
1992,15.811966,1,0,27
1992,14.423077,0,0,32
1992,15,0,0,29
1992,11.639676,1,1,26
1992,6.7307692,1,1,33
1992,9.375,0,1,32
1992,25,1,0,26
1992,10.096154,1,0,32
1992,25.961538,0,0,33
1992,13.509615,1,1,32
1992,21.794872,1,0,29
1992,18.028847,1,1,27
1992,13.461538,0,0,31
1992,34.341347,1,0,34
1992,18.963942,1,1,34
1992,11.25,0,0,32
1992,9.2307692,1,0,30
1992,12.980769,0,0,34
1992,15.476191,1,1,33
1992,14.285714,0,1,33
1992,17.307692,1,0,33
1992,13.461538,1,0,32
1992,9.6153851,0,1,26
1992,15.297203,1,1,34
1992,9.2307692,0,1,30
1992,7.3076925,0,0,32
1992,7.2115383,0,0,33
1992,15.244231,0,0,26
1992,11.057693,0,0,29
1992,7.8937502,0,0,30
1992,6.5312047,0,1,30
1992,25.48077,1,1,27
1992,10.489511,1,1,27
1992,11.538462,1,0,31
1992,10.384615,0,0,27
1992,11.834319,1,0,26
1992,7.2115383,1,1,26
1992,14.6,0,0,33
1992,21.731251,1,0,34
1992,16.483517,1,0,29
1992,8.9743586,1,0,32
1992,15.865385,1,0,29
1992,10.35503,0,1,29
1992,13.088462,0,0,27
1992,21.153847,0,0,30
1992,25.625,0,0,31
1992,8.8888893,0,0,30
1992,26.442308,0,0,28
1992,10.042735,1,0,31
1992,12.5,0,0,33
1992,15.811966,0,0,32
1992,4.0865383,0,0,28
1992,16.02564,0,0,26
1992,21.153847,1,0,25
1992,8.6538458,0,0,30
1992,7.5250835,0,0,30
1992,7.6923075,0,1,31
1992,13.221154,0,0,34
1992,12.788462,1,1,30
1992,9.1346149,0,1,34
1992,9.6153851,0,1,29
1992,10.204082,1,0,25
1992,12.019231,0,0,32
1992,7.2115383,0,0,33
1992,9,0,0,32
1992,7.2115383,0,1,27
1992,15.625,0,0,31
1992,5.1282053,0,1,34
1992,12.980769,0,0,30
1992,6.5658655,0,0,31
1992,10.461538,1,0,32
1992,18.028847,0,0,32
1992,12.019231,0,1,30
1992,6.4102564,0,0,31
1992,10.096154,0,1,30
1992,6.4102564,1,0,32
1992,16.25458,0,0,34
1992,6.4903846,0,0,30
1992,10.576923,0,0,29
1992,12.820513,0,0,31
1992,9,0,0,28
1992,11.923077,1,0,30
1992,11.965812,1,0,33
1992,12.183654,0,0,33
1992,12.1665,0,1,34
1992,9.1346149,0,0,31
1992,6.7307692,0,1,26
1992,5.9523811,0,1,32
1992,4.8076925,0,1,34
1992,6.5934067,0,1,32
1992,7.2115383,1,0,27
1992,13.461538,0,0,26
1992,15.384615,0,0,33
1992,15.192307,0,0,25
1992,12.409896,0,1,33
1992,12.179487,0,1,33
1992,12.222222,0,0,29
1992,6.742857,0,0,34
1992,5.9134617,0,1,34
1992,14.539556,1,1,26
1992,13.461538,0,1,34
1992,10.384615,1,0,34
1992,16.826923,0,0,32
1992,23.076923,1,0,32
1992,3.0769231,0,0,32
1992,14.423077,0,0,29
1992,4.8076925,0,0,32
1992,17.094017,1,1,25
1992,3.2967033,0,1,32
1992,10,0,0,31
1992,7.6923075,0,0,25
1992,14.423077,0,1,33
1992,10.294118,0,0,29
1992,7.4519229,1,0,25
1992,6.6666665,0,0,34
1992,6.1005001,0,0,26
1992,10.470085,0,0,27
1992,5.3014555,0,1,32
1992,6.7567568,0,1,25
1992,9.3137255,0,1,29
1992,7.3076925,0,1,29
1992,8.5470085,0,0,26
1992,3.8461537,0,1,27
1992,5.1282053,0,1,30
1992,23.504274,1,0,31
1992,8.9743586,1,0,34
1992,12.019231,1,0,28
1992,7.6923075,0,0,26
1992,14.957265,0,0,33
1992,12.5,0,1,34
1992,11.904762,0,1,34
1992,8,0,0,32
1992,7.2634616,0,1,32
1992,13.942307,1,1,29
1992,8.712121,0,0,32
1992,12.8,1,0,34
1992,11.538462,1,1,30
1992,9.6153851,0,0,30
1992,11.861539,0,0,32
1992,13.461538,1,1,25
1992,19.23077,1,0,34
1992,16.46875,1,0,33
1992,9.6153851,0,0,34
1992,9.1346149,1,1,25
1992,24.786325,1,0,33
1992,17.948717,1,0,26
1992,11.337869,1,1,30
1992,13.846154,1,0,32
1992,8.0419579,1,1,26
1992,9.6153851,1,1,28
1992,9.4017096,1,0,25
1992,7.6923075,1,0,25
1992,7.4786325,1,1,31
1992,14.102564,1,0,34
1992,16.239317,1,1,29
1992,10.204082,0,0,33
1992,8.1730766,0,0,31
1992,8.333333,0,1,30
1992,22.115385,1,0,31
1992,9.1999998,0,0,30
1992,13.675214,0,0,33
1992,15.968376,0,0,33
1992,11.538462,0,1,32
1992,13.461538,1,1,26
1992,9.9760685,1,1,31
1992,11.538462,0,0,31
1992,12.811539,0,0,29
1992,16.826923,0,0,33
1992,11.538462,0,1,28
1992,13.416816,1,0,28
1992,9.6153851,0,0,28
1992,13.461538,0,0,30
1992,16.522362,0,0,34
1992,13.461538,0,0,32
1992,9.1346149,0,1,31
1992,14.423077,0,1,34
1992,11,0,0,27
1992,15.865385,0,0,31
1992,23.504274,1,0,32
1992,14.568765,0,0,31
1992,7.3717947,0,0,32
1992,16.153847,0,0,29
1992,6.5934067,0,0,25
1992,12.019231,0,1,32
1992,11.217949,1,1,25
1992,14.423077,1,0,26
1992,15.789474,1,0,30
1992,9.7769232,0,1,30
1992,7.6923075,0,1,31
1992,5.0480771,0,1,26
1992,15.384615,1,1,31
1992,13.461538,0,0,29
1992,11.538462,1,1,28
1992,16.346153,1,0,27
1992,12.884615,1,1,28
1992,10.461538,1,1,27
1992,14.423077,0,0,25
1992,10.192307,1,1,27
1992,6.1965814,0,0,29
1992,10.576923,0,0,29
1992,8.6538458,1,0,29
1992,8.333333,0,0,27
1992,15,1,0,33
1992,11.538462,1,0,32
1992,18.26923,1,0,31
1992,12.820513,1,0,26
1992,4.6153846,0,1,34
1992,7.2115383,0,0,29
1992,18.076923,1,0,34
1992,14.759615,0,0,27
1992,8.8461542,1,1,28
1992,11.538462,1,0,27
1992,12.4485,0,0,33
1992,9.4230766,0,0,32
1992,16.975962,1,1,30
1992,6.5384617,0,0,32
1992,3.125,0,1,29
1992,4.3269229,1,0,32
1992,16.842106,0,0,32
1992,16.10577,1,0,32
1992,16.346153,0,0,32
1992,22.222221,1,0,27
1992,11.538462,1,1,26
1992,19.23077,1,0,32
1992,8.1730766,0,1,33
1992,9.6153851,0,0,29
1992,11.538462,1,1,30
1992,6.0728745,0,1,27
1992,15.5,0,0,31
1992,14.534135,0,1,30
1992,18.26923,1,0,29
1992,9.6153851,0,0,27
1992,13.736263,0,0,33
1992,14.615385,1,0,26
1992,7.0269232,0,1,25
1992,9.2719784,0,1,30
1992,7.1428571,0,0,30
1992,16.666666,0,0,34
1992,28.671329,1,0,34
1992,6.6666665,0,0,32
1992,3.9682539,0,1,33
1992,10.683761,1,0,25
1992,12.019231,0,0,26
1992,12.307693,1,0,31
1992,15.384615,1,0,29
1992,8.3916082,1,0,30
1992,11.111111,1,0,28
1992,10.817307,1,1,34
1992,9.4405594,1,0,27
1992,12.179487,1,1,25
1992,17.093269,0,0,30
1992,8.1730766,0,1,25
1992,6.25,0,1,34
1992,14.903846,0,0,29
1992,11.538462,0,1,29
1992,13.269231,1,1,28
1992,19.23077,1,0,30
1992,9.1575089,0,0,25
1992,11.068377,0,0,30
1992,14.423077,0,1,29
1992,6.3019233,0,0,30
1992,18.75,0,0,34
1992,23.076923,1,0,30
1992,14.423077,0,1,32
1992,16.02564,1,0,28
1992,19.23077,1,0,26
1992,11.153846,0,1,29
1992,9.6153851,0,0,27
1992,9.7777777,1,0,32
1992,7.7662721,0,0,30
1992,11.5,0,1,32
1992,10.5,0,0,33
1992,6.4903846,0,1,29
1992,17.5375,1,1,28
1992,15.972222,1,0,26
1992,15.384615,1,0,25
1992,12.599469,1,0,30
1992,18.75,1,0,25
1992,16.246685,0,0,29
1992,14.285714,0,0,29
1992,6.7307692,0,0,25
1992,9.6153851,0,0,28
1992,10.576923,0,1,27
1992,20.192308,1,1,31
1992,23.209549,1,0,29
1992,14.968815,0,0,31
1992,16.700405,1,1,28
1992,11.5,0,0,30
1992,11.456629,1,1,34
1992,14.942788,0,0,32
1992,12.100962,0,1,33
1992,8.333333,1,0,26
1992,14.051923,1,0,32
1992,9.6153851,1,1,28
1992,19.23077,1,0,29
1992,21.153847,1,0,28
1992,17.307692,1,0,29
1992,17.307692,1,1,26
1992,4.8076925,1,1,33
1992,26.923077,0,0,34
1992,23.076923,1,1,32
1992,13.942307,1,0,28
1992,7.2115383,0,1,34
1992,9.6153851,0,0,33
1992,16.046154,0,1,32
1992,12.362638,1,1,26
1992,20.384615,1,0,25
1992,14.814815,1,1,34
1992,12.5,1,1,29
1992,28.461538,1,0,30
1992,32.051281,1,0,32
1992,19.667831,1,1,26
1992,14.230769,1,1,34
1992,15,1,0,30
1992,17.211538,1,1,27
1992,33.653847,0,1,34
1992,12.019231,0,1,34
1992,7.2115383,0,0,25
1992,9.7435894,0,0,34
1992,19.567692,1,0,30
1992,13.986014,0,0,34
1992,18.181818,0,1,31
1992,11.057693,0,1,30
1992,19.134615,1,0,31
1992,10.121457,0,1,26
1992,21.196581,0,0,33
1992,7.6923075,1,0,25
1992,14.639423,1,0,30
1992,13.521153,1,1,26
1992,13.888889,1,0,28
1992,15.625,0,0,33
1992,9.1346149,0,0,29
1992,7.6923075,0,1,30
1992,17.045454,1,0,26
1992,14.903846,0,1,32
1992,13.461538,1,1,29
1992,14.423077,1,0,26
1992,13.461538,0,0,32
1992,12.5,0,0,34
1992,10.576923,0,0,29
1992,11.538462,0,0,26
1992,5.7692308,0,1,30
1992,12.788462,0,0,33
1992,10.522727,0,0,27
1992,19.23077,1,0,32
1992,18.047337,1,0,32
1992,15.384615,1,0,26
1992,15.346154,1,1,27
1992,13.452885,0,0,30
1992,13.736263,0,0,32
1992,17.307692,1,0,34
1992,11.538462,0,0,25
1992,9,0,0,30
1992,9.6153851,0,0,33
1992,5.7692308,0,1,30
1992,5.1282053,0,0,27
1992,6.7307692,0,1,26
1992,3.8461537,0,1,32
1992,7.1999998,0,0,30
1992,10.576923,0,1,34
1992,9.6153851,0,0,33
1992,20.192308,0,0,30
1992,16.239317,1,0,30
1992,26.923077,0,0,29
1992,10.096154,0,0,34
1992,7.5910931,1,0,34
1992,10.4,1,1,30
1992,3.1730769,0,0,34
1992,4.2475963,0,1,32
1992,10.256411,0,0,29
1992,9.1346149,0,0,27
1992,10.576923,0,1,31
1992,10.817307,0,0,32
1992,10,0,1,33
1992,17.307692,1,0,31
1992,18.447115,1,0,33
1992,10.096154,0,1,33
1992,3.9102564,0,0,27
1992,18.653847,1,0,33
1992,13.942307,1,1,34
1992,8.75,0,0,27
1992,4.6777549,0,0,29
1992,19.23077,0,0,29
1992,4.5918369,0,0,32
1992,14.423077,0,0,28
1992,16.02564,1,1,26
1992,11.538462,0,0,33
1992,10.897436,0,0,34
1992,5.0357141,0,1,34
1992,15.865385,0,1,30
1992,4.6153846,0,1,34
1992,10.096154,0,1,28
1992,9.6153851,0,0,25
1992,12.980769,1,0,25
1992,14.423077,1,0,34
1992,7.2115383,0,1,26
1992,8.7716351,0,0,29
1992,9.0811968,0,1,33
1992,7.6923075,0,0,33
1992,4.8076925,0,0,33
1992,10,0,0,25
1992,10.300881,0,0,34
1992,9.5865383,0,1,29
1992,7.2115383,0,1,27
1992,8.1730766,0,0,25
1992,16.346153,0,1,31
1992,8.0730772,0,1,34
1992,26.923077,1,0,34
1992,16.826923,1,0,29
1992,17.712551,1,1,27
1992,11.234818,0,0,28
1992,7.3717947,0,1,31
1992,20,1,0,31
1992,16.239317,1,0,26
1992,15.384615,0,0,30
1992,9.4017096,0,1,29
1992,17.307692,1,0,27
1992,10.576923,0,1,27
1992,7.6923075,0,0,26
1992,9.4230766,1,1,26
1992,10.556213,1,1,27
1992,11.923077,0,0,31
1992,7.3076925,0,1,30
1992,14.25,0,0,33
1992,15.032211,0,1,29
1992,7.2115383,0,1,34
1992,9.6153851,0,0,33
1992,15.009615,1,0,28
1992,13.406731,1,1,30
1992,13.461538,0,0,30
1992,7.5384617,0,1,34
1992,10.364583,0,1,26
1992,11.346154,1,0,29
1992,12.5,1,1,28
1992,9.6153851,0,0,26
1992,11.538462,1,1,26
1992,11.538462,1,0,30
1992,6.9711537,0,1,30
1992,3.8461537,0,0,26
1992,12.019231,1,1,26
1992,6.7307692,1,0,32
1992,8.5470085,1,0,29
1992,2.8846154,0,1,33
1992,3.125,0,1,28
1992,3.125,0,1,28
1992,12.019231,0,1,31
1992,12.5,0,1,33
1992,7.6153846,0,0,29
1992,19.673077,1,1,30
1992,13,1,1,28
1992,12.019231,1,1,28
1992,14.423077,0,0,34
1992,7.2115383,0,1,33
1992,8.9473686,0,0,34
1992,13.119658,0,0,32
1992,9.6153851,0,1,26
1992,15.124786,1,0,30
1992,7.2471156,0,0,30
1992,10.683761,0,1,28
1992,13.461538,1,0,26
1992,14.423077,0,0,28
1992,11.923077,0,0,30
1992,16.538462,0,0,26
1992,9.4230766,0,0,32
1992,9.4316235,0,1,30
1992,17.889088,1,0,34
1992,19.23077,1,0,34
1992,18.26923,1,1,33
1992,19.23077,1,0,34
1992,13.461538,0,1,30
1992,7.2115383,0,1,30
1992,9.4594593,0,1,30
1992,13.221154,0,0,27
1992,12.019231,0,0,27
1992,8.6538458,0,1,25
1992,17.688942,1,0,34
1992,9.6153851,0,1,27
1992,10.683761,0,0,32
1992,9.8290596,0,1,31
1992,11.778846,0,0,27
1992,6.5789475,0,1,32
1992,14.957265,0,1,34
1992,16.02564,1,0,31
1992,8.6538458,0,0,31
1992,6.0728745,0,1,25
1992,14.117647,0,0,31
1992,16.02564,0,0,34
1992,3.8461537,0,1,25
1992,7.2115383,0,0,27
1992,7.2115383,0,0,25
1992,10.683761,1,0,31
1992,13.986014,1,1,34
1992,10.096154,0,0,25
1992,8.6538458,0,0,26
1992,1.5384616,0,1,25
1992,1.5151515,0,0,32
1992,20.604395,0,0,26
1992,35.657051,1,0,33
1992,14.423077,0,0,32
1992,18.26923,0,0,28
1992,6.75,0,1,33
1992,5.9829059,0,1,30
1992,7.6923075,0,0,33
1992,8.9743586,0,0,29
1992,8.5307693,0,0,27
1992,2.8846154,0,1,31
1992,9.090909,0,0,33
1992,6.25,0,0,25
1992,8.1730766,0,1,28
1992,18.094406,0,0,25
1992,15.384615,1,0,31
1992,16.02564,0,0,28
1992,13.461538,0,0,32
1992,8.1730766,0,1,29
1992,5.2979169,0,0,30
1992,5.547596,0,1,30
1992,7.6923075,0,1,29
1992,9.9550295,0,0,28
1992,1.7038461,0,1,30
1992,9.7067308,0,1,33
1992,8.9743586,0,0,28
1992,11.5,0,0,31
1992,10.559441,0,1,28
1992,17.788462,1,0,34
1992,11.538462,0,1,33
1992,12.5,1,1,30
1992,13.461538,1,0,33
1992,15.047879,1,0,34
1992,11.734694,0,0,34
1992,10.769231,1,1,33
1992,11.538462,0,0,33
1992,19.23077,1,1,34
1992,21.540598,1,0,31
1992,22.558655,1,1,31
1992,14.725275,1,1,30
1992,12.692307,1,1,28
1992,7.6923075,0,1,29
1992,11.057693,0,1,28
1992,12.019231,0,0,26
1992,9.6153851,0,1,26
1992,14.423077,1,1,30
1992,4.945055,0,1,30
1992,12.637362,0,1,33
1992,19.375,1,0,31
1992,9.4230766,1,1,31
1992,10,0,1,32
1992,11.287625,1,0,27
1992,7.2115383,0,1,27
1992,11.965812,0,0,33
1992,7.6923075,0,1,29
1992,8.6538458,1,0,25
1992,10.432693,1,1,25
1992,14.957265,1,0,28
1992,13.461538,1,1,32
1992,12.5,1,1,30
1992,10.439561,1,0,33
1992,20.512821,1,0,27
1992,16.826923,0,0,33
1992,18.75,0,1,34
1992,4.0365,0,0,25
1992,12.019231,0,1,34
1992,18.996155,0,1,33
1992,34.615383,1,1,34
1992,8.7043953,1,1,26
1992,12.980769,1,1,31
1992,3.0100961,0,1,32
1992,1.8399038,0,1,33
1992,2.7472527,0,0,27
1992,1.9230769,0,0,31
1992,9.1346149,1,0,26
1992,11.217949,0,0,31
1992,7.6923075,0,0,30
1992,16.826923,1,0,26
1992,8.6538458,0,0,32
1992,10.489511,1,1,32
1992,6.9686413,1,0,31
1992,11.956002,1,1,29
1992,5.9615383,0,1,33
1992,8.8461542,0,0,33
1992,17.067308,1,1,26
1992,14.957265,1,0,28
1992,16.02564,1,0,31
1992,19.23077,1,0,28
1992,22.596153,0,1,29
1992,12.596154,0,1,32
1992,8.5470085,0,0,31
1992,11.538462,0,1,31
1992,5.4487181,0,1,33
1992,6.8047338,0,0,34
1992,19.711538,0,1,31
1992,7.6923075,0,0,28
1992,14.615385,0,0,34
1992,15,1,0,27
1992,8.1730766,0,1,25
1992,12.019231,1,0,28
1992,8.1730766,0,1,32
1992,8.5470085,0,0,31
1992,5.2884617,0,1,31
1992,4.8076925,0,1,25
1992,9.1615381,0,0,31
1992,5.7692308,0,1,26
1992,9.5576925,0,0,29
1992,10.096154,0,1,27
1992,8.6538458,1,0,26
1992,10.416667,0,0,30
1992,7.5,1,0,32
1992,2.5928204,1,0,30
1992,9.4230766,1,0,26
1992,10.897436,0,0,34
1992,4.4871793,0,0,25
1992,11.027884,0,1,31
1992,7.2115383,0,1,27
1992,5.7692308,0,0,31
1992,6.1538463,0,1,25
1992,8.4134617,0,0,31
1992,5.7692308,0,1,29
1992,8.7912092,1,0,28
1992,5.4945054,0,1,32
1992,8.7912092,0,0,32
1992,17.777779,1,0,34
1992,5.9523811,1,1,28
1992,10.576923,0,1,28
1992,7.6923075,0,0,31
1992,6.25,0,1,27
1992,11.223557,1,0,31
1992,7.3076925,0,1,25
1992,6.174089,0,1,33
1992,11.734694,0,0,34
1992,8,0,0,29
1992,8.854167,0,1,26
1992,11.800699,0,0,33
1992,6.875,0,0,28
1992,15.734265,1,1,25
1992,6.4102564,0,1,26
1992,9.6153851,1,0,31
1992,8.5470085,1,1,25
1992,16.826923,0,0,32
1992,8.6538458,0,1,28
1992,8.7912092,0,0,29
1992,7.4519229,0,0,31
1992,16.346153,1,0,26
1992,18.27548,0,0,28
1992,13.942307,1,1,33
1992,14.647993,1,1,29
1992,8.0128202,1,0,25
1992,14.615385,1,0,28
1992,9.6153851,0,1,30
1992,16.02564,1,0,32
1992,8.9743586,1,0,27
1992,13.692307,0,0,27
1992,9.1538458,1,1,26
1992,14.957265,1,0,34
1992,6.25,0,1,25
1992,10.096154,0,0,25
1992,7.25,0,0,34
1992,3.8461537,0,0,31
1992,14.316239,1,1,30
1992,6.9930072,0,1,27
1992,5.0489511,0,1,34
1992,12.884615,1,1,25
1992,9.6153851,1,0,32
1992,3.3807693,0,1,33
1992,11.188811,1,0,32
1992,3.0588236,0,1,28
1992,17.628204,1,0,32
1992,5.9523811,0,1,28
1992,10.817307,1,0,27
1992,12.019231,0,0,27
1992,12.980769,0,0,27
1992,4.3956046,0,1,33
1992,19.711538,1,0,28
1992,8.3769226,1,1,33
1992,8.1730766,0,1,25
1992,4.8076925,0,1,31
1992,12.980769,0,0,32
1992,6.9038463,1,0,31
1992,5.6807694,1,1,29
1992,6.9711537,0,1,27
1992,10.9375,0,0,29
1992,26,1,0,33
1992,7.6923075,0,0,30
1992,9.375,0,0,29
1992,10.416667,0,1,34
1992,12.568137,0,0,27
1992,5.4487181,0,0,28
1992,10.096154,0,0,33
1992,9.1346149,0,1,31
1992,6.1538463,1,0,34
1992,20.192308,1,0,30
1992,15.865385,1,1,28
1992,12.393163,0,0,30
1992,8.1134615,0,1,28
1992,6.25,0,0,31
1992,10.168269,0,0,30
1992,6.9558101,0,1,28
1992,9.6153851,0,0,29
1992,7,0,1,34
1992,6.1224489,0,1,30
1992,6.4903846,0,0,34
1992,6.2370062,0,1,29
1992,13.461538,0,0,25
1992,11.057693,0,1,30
1992,8.6538458,0,0,31
1992,5.3418803,0,1,31
1992,9.2307692,1,0,33
1992,8.2417583,0,1,31
1992,6.25,0,1,27
1992,12.064423,1,1,30
1992,12.019231,1,1,28
1992,12.019231,1,0,29
1992,8.1730766,0,0,28
1992,4.8076925,0,1,29
1992,4.8000002,0,0,29
1992,5.9615383,0,1,27
1992,7.6923075,0,1,28
1992,10.683761,0,0,25
1992,7.4384613,0,0,26
1992,14,0,0,33
1992,7.6923075,0,0,32
1992,11.538462,0,0,30
1992,13.247863,1,1,28
1992,7.2115383,0,0,29
1992,12.980769,0,0,33
1992,6.0897436,1,1,27
1992,14.423077,1,0,28
1992,6.25,0,1,28
1992,6.7307692,0,0,26
1992,13.461538,1,0,32
1992,14.423077,1,1,34
1992,9.1346149,0,0,27
1992,14.568765,0,0,34
1992,5,1,0,29
1992,10.576923,1,0,33
1992,6.0897436,0,1,27
1992,10.096154,1,1,30
1992,5.3431373,0,0,28
1992,9.090909,0,0,34
1992,3.4023669,0,0,32
1992,7.6923075,0,0,27
1992,11.057693,0,0,34
1992,4.3498168,0,1,33
1992,3.2967033,0,1,31
1992,6.5384617,0,0,32
1992,7.6923075,1,1,32
1992,6.7307692,0,0,26
1992,9.6153851,1,1,33
1992,19.711538,0,0,30
1992,16.826923,0,0,33
1992,14.375,0,0,33
1992,9.7435894,0,0,29
1992,8.1730766,0,1,25
1992,15.384615,1,0,27
1992,10.096154,1,1,26
1992,13.311058,0,0,33
1992,13.461538,0,1,34
1992,12.403846,1,1,31
1992,11.538462,1,1,25
